timestamp,engine_id,mission_id,mission_phase,load_fraction,ambient_temperature_c,rpm,oil_temperature_c,coolant_temperature_c,oil_pressure_bar,manifold_pressure_bar,fuel_flow_kg_h,vibration_rms,exhaust_temperature_c,health_index,degradation_index,anomaly,fault_type,rul_hours,mission_duration_hours,mission_completion
2026-01-01 02:02:20,ENG-006,MISSION-006,cruise,0.6156,18.537,3791.653,90.158,91.503,4.073,1.135,3.265,0.4214,623.267,0.6775,0.3225,0,normal,109.851,3.529,1
2026-01-01 02:02:30,ENG-006,MISSION-006,cruise,0.5956,19.316,3730.81,88.232,92.11,4.132,1.118,3.031,0.3662,605.012,0.6726,0.3274,0,normal,109.771,3.822,1
2026-01-01 02:02:40,ENG-006,MISSION-006,cruise,0.5951,18.461,3741.401,88.539,91.142,3.824,1.137,3.148,0.3689,603.259,0.641,0.359,0,normal,113.039,4.091,1
2026-01-01 02:02:50,ENG-006,MISSION-006,cruise,0.5832,17.769,3669.11,84.991,90.331,4.057,1.116,3.125,0.3732,608.856,0.6605,0.3395,0,normal,112.036,6.669,1
2026-01-01 02:03:00,ENG-006,MISSION-006,cruise,0.6105,19.3,3733.454,85.342,91.919,4.037,1.177,3.139,0.3982,613.051,0.6633,0.3367,0,normal,112.978,5.613,1
2026-01-01 02:03:10,ENG-006,MISSION-006,cruise,0.5951,17.738,3760.429,88.746,88.505,4.008,1.185,3.133,0.3367,620.584,0.6305,0.3695,0,normal,108.968,5.284,1
2026-01-01 02:03:20,ENG-006,MISSION-006,cruise,0.6211,17.697,3755.956,86.336,91.268,3.953,1.18,3.382,0.3825,612.911,0.6345,0.3655,0,normal,113.136,4.374,1
2026-01-01 02:03:30,ENG-006,MISSION-006,cruise,0.5967,16.322,3705.779,83.216,90.89,4.251,1.136,2.988,0.3705,615.911,0.6786,0.3214,0,normal,107.339,2.537,1
2026-01-01 02:03:40,ENG-006,MISSION-006,cruise,0.5955,19.963,3750.253,87.277,89.209,4.025,1.205,3.208,0.3847,610.989,0.6567,0.3433,0,normal,110.282,3.662,1
2026-01-01 02:03:50,ENG-006,MISSION-006,cruise,0.6129,17.884,3751.305,89.533,91.476,3.877,1.15,3.03,0.3628,621.184,0.6651,0.3349,0,normal,111.738,2.13,1
2026-01-01 02:04:00,ENG-006,MISSION-006,cruise,0.5623,17.815,3699.184,82.33,88.736,3.936,1.117,3.096,0.3343,595.921,0.6619,0.3381,0,normal,109.015,4.518,1
2026-01-01 02:04:10,ENG-006,MISSION-006,cruise,0.5891,17.602,3788.02,89.029,89.765,3.936,1.139,3.071,0.3899,607.777,0.6381,0.3619,0,normal,110.838,2.461,1
2026-01-01 02:04:20,ENG-006,MISSION-006,cruise,0.6633,17.787,3845.302,87.994,94.769,3.781,1.223,3.433,0.3761,629.525,0.6442,0.3558,0,normal,113.179,4.857,1
2026-01-01 02:04:30,ENG-006,MISSION-006,cruise,0.6438,17.39,3810.191,88.486,90.034,4.215,1.168,3.487,0.3032,629.267,0.6844,0.3156,0,normal,108.369,5.538,1
2026-01-01 02:04:40,ENG-006,MISSION-006,cruise,0.6205,16.862,3738.185,89.634,91.307,4.137,1.21,3.245,0.3952,622.108,0.635,0.365,0,normal,109.281,6.866,1
2026-01-01 02:04:50,ENG-006,MISSION-006,cruise,0.5671,18.917,3662.368,84.818,87.391,4.001,1.084,3.214,0.3734,592.559,0.663,0.337,0,normal,104.295,3.625,1
2026-01-01 02:05:00,ENG-006,MISSION-006,cruise,0.5834,17.406,3699.716,87.058,90.04,4.073,1.125,3.206,0.3742,602.282,0.6463,0.3537,0,normal,110.341,4.641,1
2026-01-01 02:05:10,ENG-006,MISSION-006,cruise,0.6111,19.326,3707.996,86.602,88.724,3.941,1.184,3.266,0.4292,614.916,0.6412,0.3588,0,normal,113.03,5.482,0
2026-01-01 02:05:20,ENG-006,MISSION-006,cruise,0.6336,18.237,3831.835,89.827,93.095,3.921,1.239,3.181,0.4038,616.652,0.6395,0.3605,0,normal,107.073,3.711,1
2026-01-01 02:05:30,ENG-006,MISSION-006,cruise,0.5981,15.607,3731.963,88.723,92.694,3.949,1.193,3.281,0.3765,622.641,0.6627,0.3373,0,normal,108.28,5.197,1
2026-01-01 02:05:40,ENG-006,MISSION-006,cruise,0.6397,18.802,3828.46,87.897,92.664,4.017,1.198,3.343,0.4277,618.055,0.644,0.356,0,normal,111.898,5.362,1
2026-01-01 02:05:50,ENG-006,MISSION-006,cruise,0.6144,18.064,3778.998,86.348,92.523,3.946,1.143,3.128,0.4367,608.744,0.636,0.364,0,normal,112.808,4.658,1
2026-01-01 02:06:00,ENG-006,MISSION-006,cruise,0.6504,18.131,3846.569,87.769,91.741,3.902,1.175,3.235,0.4097,621.353,0.6532,0.3468,0,normal,108.895,7.949,1
2026-01-01 02:06:10,ENG-006,MISSION-006,cruise,0.6348,18.827,3796.012,88.635,91.618,3.927,1.2,3.223,0.3709,624.828,0.6585,0.3415,0,normal,106.606,7.95,1
2026-01-01 02:06:20,ENG-006,MISSION-006,cruise,0.6509,16.996,3864.178,86.413,93.651,4.099,1.212,3.234,0.3905,621.869,0.6678,0.3322,0,normal,107.659,3.077,1
2026-01-01 02:06:30,ENG-006,MISSION-006,cruise,0.6204,19.491,3804.554,88.948,91.485,3.826,1.156,3.246,0.4226,631.078,0.6167,0.3833,0,normal,109.952,4.535,1
2026-01-01 02:06:40,ENG-006,MISSION-006,cruise,0.6017,17.489,3758.861,86.485,89.486,3.964,1.147,3.234,0.3101,601.318,0.6702,0.3298,0,normal,106.789,7.403,1
2026-01-01 02:06:50,ENG-006,MISSION-006,cruise,0.6498,19.915,3788.914,89.019,89.632,3.887,1.219,3.296,0.3519,622.287,0.6647,0.3353,0,normal,107.105,7.74,1
2026-01-01 02:07:00,ENG-006,MISSION-006,cruise,0.6256,16.47,3829.285,87.727,90.264,4.052,1.192,3.282,0.4027,637.558,0.6433,0.3567,0,normal,106.347,3.476,0
2026-01-01 02:07:10,ENG-006,MISSION-006,cruise,0.6266,16.639,3772.049,88.566,90.848,4.193,1.185,3.127,0.3745,622.031,0.6648,0.3352,0,normal,110.356,5.417,1
2026-01-01 02:07:20,ENG-006,MISSION-006,cruise,0.6366,18.086,3832.228,87.2,90.441,3.823,1.16,3.413,0.4199,619.318,0.614,0.386,0,normal,108.252,4.193,1
2026-01-01 02:07:30,ENG-006,MISSION-006,cruise,0.6607,18.283,3866.106,84.286,93.111,4.133,1.211,3.437,0.3985,615.041,0.6677,0.3323,0,normal,106.344,4.379,1
2026-01-01 02:07:40,ENG-006,MISSION-006,cruise,0.6348,17.725,3769.082,89.268,93.245,4.09,1.168,3.498,0.3689,615.39,0.6419,0.3581,0,normal,107.815,2.014,1
2026-01-01 02:07:50,ENG-006,MISSION-006,cruise,0.657,17.982,3848.068,87.082,92.331,3.781,1.193,3.256,0.3977,628.682,0.6281,0.3719,0,normal,108.584,6.382,1
2026-01-01 02:08:00,ENG-006,MISSION-006,cruise,0.5392,18.898,3626.077,84.034,89.333,4.134,1.117,2.882,0.3642,603.109,0.6658,0.3342,0,normal,103.234,2.886,1
2026-01-01 02:08:10,ENG-006,MISSION-006,cruise,0.638,17.428,3790.966,86.089,91.617,3.839,1.197,3.156,0.404,613.757,0.658,0.342,0,normal,108.217,6.161,1
2026-01-01 02:08:20,ENG-006,MISSION-006,cruise,0.6698,16.451,3907.696,91.14,96.318,3.864,1.155,3.513,0.4192,623.104,0.6409,0.3591,0,normal,110.189,2.435,1
2026-01-01 02:08:30,ENG-006,MISSION-006,cruise,0.6571,19.392,3798.27,87.611,90.622,3.77,1.222,3.206,0.3479,625.756,0.6543,0.3457,0,normal,104.992,4.058,1
2026-01-01 02:08:40,ENG-006,MISSION-006,cruise,0.5854,19.1,3718.654,84.939,92.94,3.949,1.167,3.105,0.3333,621.893,0.6343,0.3657,0,normal,104.856,7.202,1
2026-01-01 02:08:50,ENG-006,MISSION-006,cruise,0.597,18.908,3771.153,87.839,92.242,3.971,1.17,3.019,0.3683,619.788,0.6453,0.3547,0,normal,109.303,6.987,1
2026-01-01 02:09:00,ENG-006,MISSION-006,cruise,0.6809,16.205,3881.255,91.1,92.142,3.773,1.221,3.431,0.4296,621.43,0.6389,0.3611,0,normal,101.704,2.915,1
2026-01-01 02:09:10,ENG-006,MISSION-006,cruise,0.7044,16.621,3885.92,92.485,94.989,3.891,1.195,3.52,0.3974,640.025,0.628,0.372,0,normal,111.908,6.698,1
2026-01-01 02:09:20,ENG-006,MISSION-006,cruise,0.6372,18.256,3827.756,86.241,93.1,4.105,1.206,3.334,0.4382,624.55,0.6554,0.3446,0,normal,103.469,6.893,1
2026-01-01 02:09:30,ENG-006,MISSION-006,cruise,0.7438,19.768,3967.622,90.933,98.924,3.872,1.243,3.596,0.3799,649.974,0.639,0.361,0,normal,104.774,2.773,1
2026-01-01 02:09:40,ENG-006,MISSION-006,cruise,0.613,19.382,3751.671,88.28,92.773,3.825,1.146,3.11,0.3615,608.113,0.6427,0.3573,0,normal,103.447,2.689,1
2026-01-01 02:09:50,ENG-006,MISSION-006,cruise,0.664,17.386,3781.157,88.608,90.425,4.081,1.25,3.417,0.3727,635.139,0.6543,0.3457,0,normal,102.699,4.615,1
2026-01-01 02:10:00,ENG-006,MISSION-006,cruise,0.589,16.579,3753.099,84.472,91.411,4.001,1.151,3.172,0.3693,616.092,0.6229,0.3771,0,normal,106.414,4.818,0
2026-01-01 02:10:10,ENG-006,MISSION-006,cruise,0.6373,16.268,3832.582,88.005,93.47,3.887,1.176,3.286,0.3564,630.501,0.6667,0.3333,0,normal,106.615,2.369,1
2026-01-01 02:10:20,ENG-006,MISSION-006,cruise,0.5773,17.186,3730.45,89.532,93.992,4.029,1.127,3.023,0.3763,606.763,0.6608,0.3392,0,normal,103.505,6.347,1
2026-01-01 02:10:30,ENG-006,MISSION-006,cruise,0.6425,20.827,3777.308,88.069,92.474,4.065,1.187,3.361,0.4034,622.164,0.6235,0.3765,0,normal,101.497,3.159,0
2026-01-01 02:10:40,ENG-006,MISSION-006,cruise,0.5989,16.261,3704.636,84.841,94.015,4.022,1.136,3.257,0.3493,614.271,0.6606,0.3394,0,normal,103.75,3.06,1
2026-01-01 02:10:50,ENG-006,MISSION-006,cruise,0.5872,17.497,3728.176,85.892,91.966,3.883,1.08,3.087,0.4054,606.767,0.6038,0.3962,0,normal,105.96,7.925,1
2026-01-01 02:11:00,ENG-006,MISSION-006,cruise,0.6726,16.522,3875.447,88.039,90.333,3.917,1.179,3.253,0.3713,636.418,0.6605,0.3395,0,normal,104.596,2.402,1
2026-01-01 02:11:10,ENG-006,MISSION-006,cruise,0.6404,17.794,3869.673,90.759,96.419,3.722,1.18,3.399,0.4299,637.944,0.6062,0.3938,0,normal,105.132,7.788,0
2026-01-01 02:11:20,ENG-006,MISSION-006,cruise,0.5927,15.247,3745.412,89.728,89.825,3.865,1.165,3.0,0.4047,605.465,0.6166,0.3834,0,normal,103.513,6.765,1
2026-01-01 02:11:30,ENG-006,MISSION-006,cruise,0.5971,16.026,3709.522,87.029,92.336,4.101,1.169,3.068,0.3869,605.009,0.6612,0.3388,0,normal,98.527,4.438,1
2026-01-01 02:11:40,ENG-006,MISSION-006,cruise,0.567,16.23,3649.038,86.023,88.511,3.999,1.145,3.021,0.3863,616.205,0.6312,0.3688,0,normal,100.023,6.647,1
2026-01-01 02:11:50,ENG-006,MISSION-006,cruise,0.598,15.942,3751.004,86.269,92.986,3.975,1.131,3.087,0.3731,616.973,0.6568,0.3432,0,normal,106.571,4.959,1
2026-01-01 02:12:00,ENG-006,MISSION-006,cruise,0.5963,16.346,3759.697,89.576,91.627,4.0,1.157,3.248,0.3869,611.704,0.6456,0.3544,0,normal,104.349,3.563,0
2026-01-01 02:12:10,ENG-006,MISSION-006,cruise,0.634,17.374,3837.811,89.839,91.631,4.036,1.195,3.403,0.459,611.495,0.6386,0.3614,0,normal,100.94,5.563,1
2026-01-01 02:12:20,ENG-006,MISSION-006,cruise,0.6271,19.02,3806.313,90.164,90.831,4.315,1.193,3.352,0.3633,616.221,0.6668,0.3332,0,normal,103.221,7.995,0
2026-01-01 02:12:30,ENG-006,MISSION-006,cruise,0.5868,17.058,3696.873,83.589,89.798,3.659,1.13,3.055,0.3987,607.369,0.642,0.358,0,normal,107.788,4.881,1
2026-01-01 02:12:40,ENG-006,MISSION-006,cruise,0.5852,16.374,3699.039,88.66,89.636,3.99,1.158,3.298,0.4032,605.82,0.6329,0.3671,0,normal,101.688,6.473,1
2026-01-01 02:12:50,ENG-006,MISSION-006,cruise,0.6832,17.897,3838.121,91.496,91.72,3.833,1.216,3.305,0.4643,636.336,0.6322,0.3678,0,normal,103.046,3.041,1
2026-01-01 02:13:00,ENG-006,MISSION-006,cruise,0.6507,18.505,3872.323,90.741,91.147,4.099,1.182,3.352,0.4178,612.169,0.6529,0.3471,0,normal,104.45,3.76,1
2026-01-01 02:13:10,ENG-006,MISSION-006,cruise,0.6526,15.857,3831.19,91.884,96.756,3.901,1.164,3.361,0.3536,627.826,0.6356,0.3644,0,normal,101.141,5.186,1
2026-01-01 02:13:20,ENG-006,MISSION-006,cruise,0.6188,16.286,3660.333,86.379,91.513,3.882,1.16,3.403,0.3902,621.138,0.623,0.377,0,normal,109.005,2.032,1
2026-01-01 02:13:30,ENG-006,MISSION-006,cruise,0.5789,16.39,3719.425,86.878,91.548,3.94,1.12,3.192,0.3432,606.34,0.6126,0.3874,0,normal,102.071,6.284,1
2026-01-01 02:13:40,ENG-006,MISSION-006,cruise,0.6335,16.897,3783.122,87.374,92.501,4.026,1.147,3.487,0.434,634.709,0.58,0.42,0,normal,105.223,2.231,1
2026-01-01 02:13:50,ENG-006,MISSION-006,cruise,0.5986,16.991,3712.151,89.884,94.056,3.722,1.141,3.116,0.4117,609.671,0.6045,0.3955,0,normal,104.087,7.676,1
2026-01-01 02:14:00,ENG-006,MISSION-006,cruise,0.7153,17.396,3945.935,89.991,96.983,3.878,1.225,3.608,0.3985,646.356,0.6406,0.3594,0,normal,104.002,5.949,1
2026-01-01 02:14:10,ENG-006,MISSION-006,cruise,0.5933,16.791,3736.496,83.605,90.369,4.036,1.204,3.286,0.3958,621.153,0.6331,0.3669,0,normal,103.552,3.609,1
2026-01-01 02:14:20,ENG-006,MISSION-006,cruise,0.6695,17.877,3878.066,88.279,92.901,4.063,1.224,3.457,0.4297,637.248,0.6162,0.3838,0,normal,97.771,7.765,1
2026-01-01 02:14:30,ENG-006,MISSION-006,cruise,0.6105,16.82,3764.226,86.764,90.376,3.762,1.142,3.159,0.3966,609.335,0.5994,0.4006,0,normal,98.135,7.626,1
2026-01-01 02:14:40,ENG-006,MISSION-006,cruise,0.6199,15.28,3774.951,86.941,91.157,3.819,1.191,3.246,0.391,634.44,0.5903,0.4097,0,normal,105.333,5.402,1
2026-01-01 02:14:50,ENG-006,MISSION-006,cruise,0.6705,17.837,3849.508,89.676,94.854,3.977,1.216,3.449,0.3777,629.657,0.6522,0.3478,0,normal,98.875,7.966,1
2026-01-01 02:15:00,ENG-006,MISSION-006,cruise,0.5815,16.13,3734.561,88.037,90.56,3.909,1.103,3.232,0.4152,617.333,0.6027,0.3973,0,normal,105.757,3.07,1
2026-01-01 02:15:10,ENG-006,MISSION-006,cruise,0.6639,16.605,3779.382,87.067,92.029,3.72,1.202,3.276,0.3957,630.84,0.6431,0.3569,0,normal,97.514,6.397,1
2026-01-01 02:15:20,ENG-006,MISSION-006,cruise,0.604,18.074,3753.668,89.246,90.849,4.072,1.161,3.094,0.4167,623.586,0.6244,0.3756,0,normal,99.876,7.511,1
2026-01-01 02:15:30,ENG-006,MISSION-006,cruise,0.6437,17.602,3766.806,89.776,95.983,3.88,1.175,3.463,0.3822,633.683,0.6012,0.3988,0,normal,101.133,3.255,1
2026-01-01 02:15:40,ENG-006,MISSION-006,cruise,0.6539,16.477,3822.445,91.099,92.441,3.811,1.146,3.447,0.4214,625.402,0.6332,0.3668,0,normal,99.631,5.667,1
2026-01-01 02:15:50,ENG-006,MISSION-006,cruise,0.648,18.515,3839.052,89.327,94.6,3.782,1.133,3.463,0.434,624.196,0.6263,0.3737,0,normal,102.338,5.36,1
2026-01-01 02:16:00,ENG-006,MISSION-006,cruise,0.5768,18.422,3676.299,88.654,92.492,3.969,1.15,3.336,0.4617,615.135,0.5825,0.4175,0,normal,105.171,6.768,1
2026-01-01 02:16:10,ENG-006,MISSION-006,cruise,0.6035,15.524,3727.505,85.853,92.381,3.752,1.153,3.243,0.4229,615.234,0.5874,0.4126,0,normal,98.261,2.141,1
2026-01-01 02:16:20,ENG-006,MISSION-006,cruise,0.6259,13.627,3806.44,88.485,91.257,3.956,1.152,3.126,0.4122,628.856,0.6076,0.3924,0,normal,97.521,6.496,1
2026-01-01 02:16:30,ENG-006,MISSION-006,cruise,0.5853,17.051,3673.328,84.687,93.211,4.38,1.17,3.286,0.3979,618.821,0.6487,0.3513,0,normal,100.845,6.779,0
2026-01-01 02:16:40,ENG-006,MISSION-006,cruise,0.6337,16.863,3825.413,89.112,93.415,3.81,1.179,3.27,0.3887,624.379,0.6444,0.3556,0,normal,100.856,4.391,1
2026-01-01 02:16:50,ENG-006,MISSION-006,cruise,0.6569,18.104,3824.129,90.532,93.807,4.081,1.162,3.541,0.3909,627.359,0.6119,0.3881,0,normal,97.041,2.77,1
2026-01-01 02:17:00,ENG-006,MISSION-006,cruise,0.6026,18.772,3785.241,88.856,91.197,4.082,1.156,3.133,0.3694,622.451,0.6052,0.3948,0,normal,103.643,3.592,1
2026-01-01 02:17:10,ENG-006,MISSION-006,cruise,0.6522,18.943,3794.493,90.612,92.733,3.808,1.21,3.454,0.3943,637.68,0.6084,0.3916,0,normal,97.209,6.051,1
2026-01-01 02:17:20,ENG-006,MISSION-006,cruise,0.6202,19.484,3792.19,89.115,95.005,3.913,1.112,3.147,0.4307,616.682,0.6311,0.3689,0,normal,100.889,2.707,1
2026-01-01 02:17:30,ENG-006,MISSION-006,cruise,0.6294,15.768,3800.517,88.836,94.108,3.852,1.199,3.438,0.4139,616.776,0.6129,0.3871,0,normal,99.023,5.213,1
2026-01-01 02:17:40,ENG-006,MISSION-006,cruise,0.6439,18.815,3741.205,88.657,97.458,3.905,1.21,3.187,0.3847,620.551,0.5927,0.4073,0,normal,101.4,4.413,1
2026-01-01 02:17:50,ENG-006,MISSION-006,cruise,0.6617,15.054,3850.427,91.616,94.123,3.881,1.209,3.389,0.413,624.627,0.6137,0.3863,0,normal,96.146,5.725,1
2026-01-01 02:18:00,ENG-006,MISSION-006,cruise,0.5856,13.911,3735.442,85.012,91.625,3.943,1.14,3.143,0.4034,611.619,0.6266,0.3734,0,normal,100.028,5.656,1
2026-01-01 02:18:10,ENG-006,MISSION-006,cruise,0.6527,15.498,3805.223,88.741,89.437,3.792,1.195,3.294,0.4367,635.757,0.6081,0.3919,0,normal,93.333,3.511,1
2026-01-01 02:18:20,ENG-006,MISSION-006,cruise,0.6514,17.141,3866.148,90.778,94.975,3.778,1.164,3.358,0.3975,619.809,0.6004,0.3996,0,normal,97.882,7.671,1
2026-01-01 02:18:30,ENG-006,MISSION-006,cruise,0.6258,17.519,3734.801,88.01,94.6,4.021,1.148,3.203,0.4017,627.032,0.6149,0.3851,0,normal,96.455,4.391,1
2026-01-01 02:18:40,ENG-006,MISSION-006,cruise,0.5837,16.527,3663.269,86.082,94.083,3.836,1.175,3.132,0.3628,617.801,0.6023,0.3977,0,normal,98.974,6.645,1
2026-01-01 02:18:50,ENG-006,MISSION-006,cruise,0.6385,16.906,3778.5,91.134,88.862,3.822,1.165,3.331,0.422,637.313,0.6105,0.3895,0,normal,102.408,7.813,1
2026-01-01 02:19:00,ENG-006,MISSION-006,cruise,0.6354,17.216,3770.069,83.79,89.873,4.027,1.168,3.209,0.3402,620.018,0.6327,0.3673,0,normal,95.59,7.396,1
2026-01-01 02:19:10,ENG-006,MISSION-006,cruise,0.6133,16.988,3768.521,89.255,93.455,3.881,1.179,3.232,0.3966,629.828,0.612,0.388,0,normal,98.141,5.757,1
2026-01-01 02:19:20,ENG-006,MISSION-006,cruise,0.6471,15.689,3835.428,86.023,94.078,3.765,1.134,3.425,0.4088,630.611,0.5874,0.4126,0,normal,96.09,6.067,1
2026-01-01 02:19:30,ENG-006,MISSION-006,cruise,0.5968,17.166,3686.427,87.02,89.23,3.904,1.134,3.105,0.4435,611.948,0.612,0.388,0,normal,100.684,4.457,1
2026-01-01 02:19:40,ENG-006,MISSION-006,cruise,0.6426,18.787,3778.776,91.378,95.278,4.048,1.166,3.36,0.4665,623.992,0.568,0.432,0,normal,97.998,4.252,1
2026-01-01 02:19:50,ENG-006,MISSION-006,cruise,0.6222,16.782,3766.052,88.604,91.766,3.84,1.17,3.145,0.3676,617.99,0.6375,0.3625,0,normal,95.902,6.591,1
2026-01-01 02:20:00,ENG-006,MISSION-006,cruise,0.648,15.389,3827.212,88.393,91.981,4.007,1.199,3.514,0.4117,621.525,0.5956,0.4044,0,normal,98.715,7.203,1
2026-01-01 02:20:10,ENG-006,MISSION-006,cruise,0.5742,19.096,3643.511,87.258,90.036,3.875,1.129,3.181,0.3584,607.854,0.5919,0.4081,0,normal,93.916,7.89,1
2026-01-01 02:20:20,ENG-006,MISSION-006,cruise,0.5234,17.095,3560.484,82.465,87.763,4.105,1.097,2.843,0.3577,589.861,0.622,0.378,0,normal,97.09,5.56,1
2026-01-01 02:20:30,ENG-006,MISSION-006,cruise,0.5748,16.694,3688.829,84.086,89.757,3.899,1.095,3.32,0.3756,596.654,0.6024,0.3976,0,normal,95.776,6.629,1
2026-01-01 02:20:40,ENG-006,MISSION-006,cruise,0.6226,18.921,3787.978,86.02,89.696,4.07,1.103,3.289,0.3978,622.051,0.6407,0.3593,0,normal,97.881,5.887,1
2026-01-01 02:20:50,ENG-006,MISSION-006,cruise,0.6904,16.017,3914.824,89.612,98.197,3.655,1.209,3.385,0.4397,642.121,0.5993,0.4007,0,normal,91.149,6.569,1
2026-01-01 02:21:00,ENG-006,MISSION-006,cruise,0.6329,17.365,3875.515,89.755,95.986,3.799,1.152,3.546,0.3828,621.408,0.6077,0.3923,0,normal,93.915,6.844,1
2026-01-01 02:21:10,ENG-006,MISSION-006,cruise,0.6719,14.91,3830.395,95.131,96.293,3.75,1.194,3.407,0.4576,638.661,0.5927,0.4073,0,normal,94.989,4.012,1
2026-01-01 02:21:20,ENG-006,MISSION-006,cruise,0.6477,16.112,3783.15,90.23,93.541,3.886,1.194,3.194,0.4712,632.42,0.5881,0.4119,0,normal,91.664,3.923,1
2026-01-01 02:21:30,ENG-006,MISSION-006,cruise,0.5489,15.239,3661.317,84.353,88.496,3.998,1.08,3.185,0.3813,593.324,0.6016,0.3984,0,normal,90.944,2.086,1
2026-01-01 02:21:40,ENG-006,MISSION-006,cruise,0.6238,16.793,3782.058,85.865,89.454,3.719,1.203,3.299,0.3835,623.208,0.6182,0.3818,0,normal,98.113,4.64,1
2026-01-01 02:21:50,ENG-006,MISSION-006,cruise,0.5979,17.622,3769.166,85.785,93.122,3.838,1.164,3.329,0.419,615.971,0.6213,0.3787,0,normal,94.686,5.428,1
2026-01-01 02:22:00,ENG-006,MISSION-006,cruise,0.5886,16.781,3702.422,84.674,90.801,4.175,1.139,3.181,0.3925,609.78,0.6166,0.3834,0,normal,98.389,6.234,0
2026-01-01 02:22:10,ENG-006,MISSION-006,cruise,0.6219,17.657,3737.936,86.685,96.324,3.888,1.173,3.208,0.4169,609.973,0.5902,0.4098,0,normal,94.761,3.135,1
2026-01-01 02:22:20,ENG-006,MISSION-006,cruise,0.6335,16.996,3813.954,87.859,93.577,3.626,1.158,3.193,0.4233,647.558,0.59,0.41,0,normal,97.624,2.843,1
2026-01-01 02:22:30,ENG-006,MISSION-006,cruise,0.5591,15.783,3672.584,84.808,90.009,4.107,1.108,2.994,0.3928,599.527,0.635,0.365,0,normal,91.719,6.317,1
2026-01-01 02:22:40,ENG-006,MISSION-006,cruise,0.5903,18.144,3744.217,86.098,90.99,3.888,1.091,3.134,0.4899,612.681,0.5611,0.4389,0,normal,96.064,2.297,1
2026-01-01 02:22:50,ENG-006,MISSION-006,cruise,0.5994,17.788,3730.08,89.58,95.754,3.951,1.089,3.054,0.4053,618.563,0.5879,0.4121,0,normal,90.64,7.789,0
2026-01-01 02:23:00,ENG-006,MISSION-006,cruise,0.6152,17.818,3763.287,90.155,88.912,3.977,1.159,3.176,0.4215,617.031,0.6016,0.3984,0,normal,95.133,7.203,1
2026-01-01 02:23:10,ENG-006,MISSION-006,cruise,0.6459,16.266,3753.989,89.054,93.479,3.763,1.141,3.322,0.3805,621.921,0.6057,0.3943,0,normal,99.609,3.397,0
2026-01-01 02:23:20,ENG-006,MISSION-006,cruise,0.5951,15.093,3696.761,83.837,90.232,3.985,1.164,3.166,0.3586,622.703,0.5995,0.4005,0,normal,92.933,4.82,1
2026-01-01 02:23:30,ENG-006,MISSION-006,cruise,0.6368,17.061,3817.013,90.026,95.511,3.944,1.168,3.012,0.4588,617.362,0.5695,0.4305,0,normal,94.432,2.977,1
2026-01-01 02:23:40,ENG-006,MISSION-006,cruise,0.6914,18.144,3956.106,92.942,95.896,3.74,1.199,3.377,0.4248,635.327,0.5759,0.4241,0,normal,92.826,2.167,1
2026-01-01 02:23:50,ENG-006,MISSION-006,cruise,0.6211,16.492,3817.449,86.734,91.411,4.036,1.146,3.259,0.4324,617.395,0.5916,0.4084,0,normal,94.291,4.361,1
2026-01-01 02:24:00,ENG-006,MISSION-006,cruise,0.6325,16.232,3841.88,86.95,94.006,3.636,1.118,3.252,0.4425,629.11,0.571,0.429,0,normal,93.042,2.437,1
2026-01-01 02:24:10,ENG-006,MISSION-006,cruise,0.6116,17.426,3740.334,91.065,95.308,3.954,1.168,3.309,0.4428,630.525,0.5746,0.4254,0,normal,99.022,7.785,1
2026-01-01 02:24:20,ENG-006,MISSION-006,cruise,0.594,14.98,3736.128,86.003,92.297,3.792,1.158,3.138,0.3991,607.032,0.5915,0.4085,0,normal,93.833,7.659,1
2026-01-01 02:24:30,ENG-006,MISSION-006,cruise,0.6014,14.733,3739.336,87.001,93.426,3.61,1.117,3.22,0.4409,618.722,0.5677,0.4323,0,normal,90.564,6.133,1
2026-01-01 02:24:40,ENG-006,MISSION-006,cruise,0.6467,17.93,3785.922,88.517,96.385,3.658,1.193,3.403,0.4784,618.631,0.5638,0.4362,0,normal,91.059,5.344,1
2026-01-01 02:24:50,ENG-006,MISSION-006,cruise,0.5814,17.225,3694.177,85.988,91.47,3.677,1.1,3.272,0.4278,607.593,0.5651,0.4349,0,normal,95.923,4.722,1
2026-01-01 02:25:00,ENG-006,MISSION-006,cruise,0.5965,17.556,3729.597,86.794,95.562,4.066,1.106,3.219,0.4476,615.688,0.5756,0.4244,0,normal,91.579,6.06,1
2026-01-01 02:25:10,ENG-006,MISSION-006,cruise,0.5987,17.207,3694.758,87.538,92.5,3.799,1.179,3.045,0.4117,619.114,0.5757,0.4243,0,normal,95.322,2.728,0
2026-01-01 02:25:20,ENG-006,MISSION-006,cruise,0.6364,15.324,3808.893,86.899,92.939,3.937,1.131,3.453,0.4089,609.371,0.6001,0.3999,0,normal,94.455,7.855,1
2026-01-01 02:25:30,ENG-006,MISSION-006,cruise,0.609,16.2,3768.969,83.217,95.555,3.876,1.112,3.325,0.4321,607.586,0.6188,0.3812,0,normal,91.001,3.597,1
2026-01-01 02:25:40,ENG-006,MISSION-006,cruise,0.6074,16.672,3711.229,88.585,92.29,4.085,1.132,3.141,0.4085,623.312,0.5785,0.4215,0,normal,90.229,4.651,1
